,id,brand,title,sold_price,actual_price,url
1876,1877,FUGAZEE,Men Solid Round Neck Grey T-Shirt,₹396,"₹1,199",https://www.flipkart.com/fugazee-solid-men-round-neck-grey-t-shirt/p/itmbcfd344d12fa8?pid=TSHFG3KHHGBJHZKB&lid=LSTTSHFG3KHHGBJHZKBHRPBMP&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_24_957&otracker=browse&fm=organic&iid=en_5gea2QfEpqXdv5rPcufwDFIsosGO%2BLBSLJawOO8aVv0XkD%2Bk2o6pyAeEZIMoSy%2Fg%2Bac5Ro2gobKiaFU19IaJhg%3D%3D&ppt=None&ppn=None&ssid=b77bpf714g0000001684591951268
1877,1878,SDK,Men Self Design High Neck White T-Shirt,₹499,"₹1,299",https://www.flipkart.com/sdk-self-design-men-high-neck-white-t-shirt/p/itm2020614a22bc4?pid=TSHGAJ6ZSYPVQPXD&lid=LSTTSHGAJ6ZSYPVQPXDSEVS2B&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_24_958&otracker=browse&fm=organic&iid=en_5gea2QfEpqXdv5rPcufwDFIsosGO%2BLBSLJawOO8aVv07XuB7IYqvbWZwSSj6C8ZnjldVb0tK5vYhW%2FoicxgbKA%3D%3D&ppt=None&ppn=None&ssid=b77bpf714g0000001684591951268
1878,1879,Louis Philippe Sport,HOLIDAY Men Solid Polo Neck Blue T-Shirt,₹779,"₹1,299",https://www.flipkart.com/louis-philippe-sport-solid-men-polo-neck-blue-t-shirt/p/itm76878eedbeff6?pid=TSHGF85RSXXEWUJ4&lid=LSTTSHGF85RSXXEWUJ4HAWOFA&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_24_959&otracker=browse&fm=organic&iid=0a04e20b-7531-4628-8c14-5b3479fea38b.TSHGF85RSXXEWUJ4.SEARCH&ppt=None&ppn=None&ssid=b77bpf714g0000001684591951268
1879,1880,FARBOT,Men Solid Round Neck White T-Shirt,₹199,₹999,https://www.flipkart.com/farbot-solid-men-round-neck-white-t-shirt/p/itm7bf32b2b053cb?pid=TSHGGYTGHEDDSGFB&lid=LSTTSHGGYTGHEDDSGFBJ2TJRC&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_24_960&otracker=browse&fm=organic&iid=0a04e20b-7531-4628-8c14-5b3479fea38b.TSHGGYTGHEDDSGFB.SEARCH&ppt=None&ppn=None&ssid=b77bpf714g0000001684591951268
1880,1881,VeBNoR,Men Regular Fit Printed Spread Collar Casual Shirt,₹289,"₹1,849",https://www.flipkart.com/vebnor-men-printed-casual-light-blue-shirt/p/itm05a8d2551f5be?pid=SHTGJMJJ5JXFGNB3&lid=LSTSHTGJMJJ5JXFGNB3MQCSNT&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_921&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImVTbjd6GWCko3RD%2BDO6yk8owTddTNSIs9EeLtLUCAVZYg%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1881,1882,ratric exim,Men Regular Fit Checkered Casual Shirt,₹499,"₹1,499",https://www.flipkart.com/ratric-exim-men-checkered-casual-grey-shirt/p/itm24b5265462cc6?pid=SHTGMGDZE8ZBFBRZ&lid=LSTSHTGMGDZE8ZBFBRZNANVGL&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_922&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImXMOuwtHfPfteyOeBTKDwjEs53QXDiKGLpu1hJ08TFVuA%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1882,1883,U.S. POLO ASSN.,Men Regular Fit Printed Cut Away Collar Casual Shirt,₹899,"₹1,999",https://www.flipkart.com/u-s-polo-assn-men-printed-casual-multicolor-shirt/p/itmdde79d0acd486?pid=SHTGGCY8PWCYGXGH&lid=LSTSHTGGCY8PWCYGXGHAQLCSH&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_923&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGGCY8PWCYGXGH.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1883,1884,Try This,Men Slim Fit Color Block Mandarin Collar Casual Shirt,₹499,₹999,https://www.flipkart.com/try-men-color-block-casual-dark-blue-black-shirt/p/itma5d92f5c621df?pid=SHTGND5BFCQDX5DF&lid=LSTSHTGND5BFCQDX5DFR1BQOR&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_924&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGND5BFCQDX5DF.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1884,1885,PETER ENGLAND,Men Slim Fit Self Design Casual Shirt,₹714,"₹1,299",https://www.flipkart.com/peter-england-men-self-design-casual-brown-shirt/p/itm5aba265f32ee6?pid=SHTGZ7YYPFXWHCRR&lid=LSTSHTGZ7YYPFXWHCRRCEV4QZ&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_925&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGZ7YYPFXWHCRR.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1885,1886,Praizy,Men Regular Fit Solid Spread Collar Casual Shirt,₹385,"₹1,999",https://www.flipkart.com/praizy-men-solid-casual-white-shirt/p/itm04ae8f495b4f2?pid=SHTGMHZK6JKH8SSG&lid=LSTSHTGMHZK6JKH8SSGP5PLAK&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_926&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGMHZK6JKH8SSG.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1886,1887,ReSLAG,Men Regular Fit Washed Cut Away Collar Casual Shirt,₹479,"₹2,299",https://www.flipkart.com/reslag-men-washed-casual-light-blue-shirt/p/itm6ffadcb22cc3b?pid=SHTGZU6XNGGD6K2N&lid=LSTSHTGZU6XNGGD6K2NTSXPLS&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_927&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImWsQWQXGJI10%2FAe1G9dHn%2F6%2B6rgm%2BLJV18UREjzJPpa6A%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1887,1888,tallwalker,Men Slim Fit Checkered Casual Shirt,₹474,"₹1,287",https://www.flipkart.com/tallwalker-men-checkered-casual-red-shirt/p/itme749903c49f01?pid=SHTGHYEYAXZFHHHW&lid=LSTSHTGHYEYAXZFHHHW0MUF4B&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_928&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImUFAOAkC7eM0KWVt9SNB%2BZZhgOzf%2F3CzM%2Bg79K%2Bs9utXA%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1888,1889,ZARTHA,Men Regular Fit Printed Spread Collar Casual Shirt,₹499,"₹2,499",https://www.flipkart.com/zartha-men-printed-casual-black-shirt/p/itm581fb97c6c7a6?pid=SHTG5V5UNFZGUDEX&lid=LSTSHTG5V5UNFZGUDEXYHXYND&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_929&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTG5V5UNFZGUDEX.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1889,1890,The Indian Garage Co.,Men Slim Fit Solid Casual Shirt,₹647,"₹1,749",https://www.flipkart.com/indian-garage-co-men-solid-casual-white-shirt/p/itmb24a06c7cbe47?pid=SHTGGVXQSZHZZQK5&lid=LSTSHTGGVXQSZHZZQK5WZXO64&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_930&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGGVXQSZHZZQK5.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1890,1891,BEING HUMAN,Men Slim Fit Checkered Mandarin Collar Casual Shirt,"₹2,659","₹2,799",https://www.flipkart.com/being-human-men-checkered-casual-dark-blue-shirt/p/itm51f1ef295b362?pid=SHTGHPUPEYGDNWYM&lid=LSTSHTGHPUPEYGDNWYMDIOYZN&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_931&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImU8AfGiCgxZLQLBinZTS1dSOfFnlrupxT73ukIBr25qlg%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1891,1892,HANUMNTRA,Men Regular Fit Printed Spread Collar Casual Shirt,₹409,"₹1,599",https://www.flipkart.com/hanumntra-men-printed-casual-black-shirt/p/itm4da8ef61091b6?pid=SHTGHGWSUKYMMFHQ&lid=LSTSHTGHGWSUKYMMFHQDV9VEC&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_932&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImV2CVAc7O0mBstGpNk4HTqcpRzImAj4SnUsVhLVckUKOg%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1892,1893,VTEXX,Men Regular Fit Solid Casual Shirt,₹329,"₹1,999",https://www.flipkart.com/vtexx-men-solid-casual-white-shirt/p/itmb4ef6505dc461?pid=SHTGFC9GNPJ5PZEN&lid=LSTSHTGFC9GNPJ5PZEN8BFVKX&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_933&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGFC9GNPJ5PZEN.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1893,1894,Carbonn Cloth,Men Regular Fit Washed Cut Away Collar Casual Shirt,₹479,"₹1,699",https://www.flipkart.com/carbonn-cloth-men-washed-casual-blue-shirt/p/itm0803022ca70b7?pid=SHTGH3YYCFJVEPJQ&lid=LSTSHTGH3YYCFJVEPJQM055DR&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_934&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGH3YYCFJVEPJQ.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1894,1895,HIGHLANDER,Men Slim Fit Printed Slim Collar Casual Shirt,₹774,"₹1,999",https://www.flipkart.com/highlander-men-printed-casual-yellow-black-shirt/p/itmf68834151389c?pid=SHTGZ5ZXD7SXRUDU&lid=LSTSHTGZ5ZXD7SXRUDUQ4BPED&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_935&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGZ5ZXD7SXRUDU.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1895,1896,WROGN,Men Regular Fit Solid Casual Shirt,"₹1,471","₹2,599",https://www.flipkart.com/wrogn-men-solid-casual-black-shirt/p/itmd62d964c66334?pid=SHTGNPD7SGZAUW9M&lid=LSTSHTGNPD7SGZAUW9MBKK3OF&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_936&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGNPD7SGZAUW9M.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1896,1897,PARX,Men Slim Fit Checkered Casual Shirt,"₹1,044","₹1,899",https://www.flipkart.com/parx-men-checkered-casual-blue-shirt/p/itm83eb81089f8ec?pid=SHTGHF97GKG5DBV4&lid=LSTSHTGHF97GKG5DBV4Y8VQQW&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_937&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImUVTx4ENCs8%2FqLpXHgT3aL1g3VM9B9VDtjg85uaEMM%2BrQ%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1897,1898,ROYAL SCOUT,Men Regular Fit Solid Spread Collar Casual Shirt,₹499,"₹1,399",https://www.flipkart.com/royal-scout-men-solid-casual-dark-green-shirt/p/itm07ea19abefc47?pid=SHTGAK6EWAHGZHST&lid=LSTSHTGAK6EWAHGZHSTH0HVOS&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_938&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImXWnVlPhMV2Usik2cbKV90TPAv%2F07RnFMDJy6jmVRo1uA%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1898,1899,VTEXX,Men Regular Fit Solid Casual Shirt,₹329,"₹1,999",https://www.flipkart.com/vtexx-men-solid-casual-light-blue-shirt/p/itm60478267eb9cb?pid=SHTGFC9GZCZRHYMG&lid=LSTSHTGFC9GZCZRHYMGKM41JL&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_939&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGFC9GZCZRHYMG.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1899,1900,M&H Our Water,Men NA Fit Solid Mandarin Collar Casual Shirt,₹379,"₹1,899",https://www.flipkart.com/m-h-our-water-men-solid-casual-green-shirt/p/itm586c39a231fbb?pid=SHTG75NHURYFRZR3&lid=LSTSHTG75NHURYFRZR3V4LXMO&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_940&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTG75NHURYFRZR3.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1900,1901,ratric exim,Men Regular Fit Checkered Ruffle Collar Casual Shirt,₹497,₹999,https://www.flipkart.com/ratric-exim-men-checkered-casual-blue-shirt/p/itmf29b93b4d03c6?pid=SHTGCM7UUPKSQVHS&lid=LSTSHTGCM7UUPKSQVHSNQE5JC&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_941&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImWbr6yzsJfA7ycwMDICTYj8sqM%2FksPgpPIfZSAiBpI9bg%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1901,1902,CAVALLO BY LINEN CLUB,Men Regular Fit Checkered Casual Shirt,"₹1,189","₹1,699",https://www.flipkart.com/cavallo-linen-club-men-checkered-casual-blue-shirt/p/itmaa29385547780?pid=SHTGHZ3MHEMVSSVT&lid=LSTSHTGHZ3MHEMVSSVTQRTY3N&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_942&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImXlcLI9zA0YBb925QbPXoPzj5gSkDwsNYAb%2F0CbToSXgg%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1902,1903,Liza Martin,Men Regular Fit Solid Slim Collar Casual Shirt,₹289,"₹1,299",https://www.flipkart.com/liza-martin-men-solid-casual-red-shirt/p/itmec4bbf2eb887c?pid=SHTGY9Y7TM4SYFVT&lid=LSTSHTGY9Y7TM4SYFVT06DEVE&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_943&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGY9Y7TM4SYFVT.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1903,1904,Frank Man,Men Slim Fit Printed Casual Shirt,₹329,₹999,https://www.flipkart.com/frank-man-men-printed-casual-white-shirt/p/itmea2bb1c6ff9d5?pid=SHTGEYZKDVH2VQAG&lid=LSTSHTGEYZKDVH2VQAG5FATLJ&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_944&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGEYZKDVH2VQAG.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1904,1905,INDIAN TERRAIN,Men Regular Fit Checkered Casual Shirt,"₹1,049","₹2,199",https://www.flipkart.com/indian-terrain-men-checkered-casual-yellow-shirt/p/itm475f2b5721bd9?pid=SHTGF8TVYXCSUS2C&lid=LSTSHTGF8TVYXCSUS2C6CGY8Q&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_945&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGF8TVYXCSUS2C.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1905,1906,Fab kalakriti,Men Regular Fit Printed Casual Shirt,₹289,₹899,https://www.flipkart.com/fab-kalakriti-men-printed-casual-black-shirt/p/itmb0e165cb6257e?pid=SHTGGZWMF3QJYYWN&lid=LSTSHTGGZWMF3QJYYWNJVRKBC&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_946&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGGZWMF3QJYYWN.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1906,1907,ReSLAG,Men Slim Fit Printed Cut Away Collar Casual Shirt,₹479,"₹1,499",https://www.flipkart.com/reslag-men-printed-casual-multicolor-shirt/p/itm4361837e59b26?pid=SHTGPF8WT6BFWMB6&lid=LSTSHTGPF8WT6BFWMB6ATPEYP&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_947&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImWAx%2F0ALgPAIFYkNsNKTsReZstPUPPL4wc6ZlcGrzOOvA%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1907,1908,tallwalker,Men Slim Fit Checkered Casual Shirt,₹464,"₹1,287",https://www.flipkart.com/tallwalker-men-checkered-casual-red-shirt/p/itm350c611f788cc?pid=SHTGHYJ6WECHUGDF&lid=LSTSHTGHYJ6WECHUGDFJITTYY&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_948&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImVTSFS7s1GFI2BtqUosxKqN982Q3U1YQV80yE%2FDiGMDeQ%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1908,1909,Wrangler,Men Slim Fit Striped Cut Away Collar Casual Shirt,"₹1,034","₹2,199",https://www.flipkart.com/wrangler-men-striped-casual-white-shirt/p/itma293ab0901366?pid=SHTGF3BHRAGBEUV7&lid=LSTSHTGF3BHRAGBEUV7XLIKA7&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_949&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGF3BHRAGBEUV7.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1909,1910,PETER ENGLAND,Men Slim Fit Checkered Spread Collar Casual Shirt,₹989,"₹1,799",https://www.flipkart.com/peter-england-men-checkered-casual-multicolor-shirt/p/itm614d29f2c4800?pid=SHTGFWCMB2YM4CF3&lid=LSTSHTGFWCMB2YM4CF38GPUYK&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_950&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGFWCMB2YM4CF3.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1910,1911,CAVALLO BY LINEN CLUB,Men Regular Fit Printed Casual Shirt,₹999,"₹1,699",https://www.flipkart.com/cavallo-linen-club-men-printed-casual-brown-shirt/p/itmb0049c9fbae0a?pid=SHTGCHFHDRNJDHDZ&lid=LSTSHTGCHFHDRNJDHDZECAVM5&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_951&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImUmLGe%2F5sNm9yy%2FSAnL1u8RMZSR8fQUkXK7G4u%2FvpvpLg%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1911,1912,CANTABIL,Men Regular Fit Solid Spread Collar Casual Shirt,"₹1,098","₹2,199",https://www.flipkart.com/cantabil-men-solid-casual-green-shirt/p/itma411161681549?pid=SHTGKSN2DHRRPKFH&lid=LSTSHTGKSN2DHRRPKFHQHRDGM&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_952&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImWNzCLn6IC3dzj0a2HCFkMckklFJ4848rk609fjuI8%2BiA%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1912,1913,FUBAR,Men Slim Fit Striped Spread Collar Casual Shirt,₹329,"₹1,499",https://www.flipkart.com/fubar-men-striped-casual-light-blue-shirt/p/itmed3f68afbba0a?pid=SHTGGWQF9HDUGPRZ&lid=LSTSHTGGWQF9HDUGPRZFXX3A6&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_953&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGGWQF9HDUGPRZ.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1913,1914,PROTOCOL,Men Slim Fit Solid Mandarin Collar Casual Shirt,₹293,₹999,https://www.flipkart.com/protocol-men-solid-casual-maroon-shirt/p/itma8f0c955db3e8?pid=SHTG2XKTTCW9B5WB&lid=LSTSHTG2XKTTCW9B5WBKVT3XG&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_954&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTG2XKTTCW9B5WB.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1914,1915,Allen Solly,Men Slim Fit Printed Cut Away Collar Casual Shirt,"₹1,049","₹1,799",https://www.flipkart.com/allen-solly-men-printed-casual-grey-shirt/p/itm1e5b6c44f676b?pid=SHTFUTHJW7CMHGKJ&lid=LSTSHTFUTHJW7CMHGKJZCWRFN&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_955&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTFUTHJW7CMHGKJ.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1915,1916,U.S. POLO ASSN.,Men Slim Fit Striped Cut Away Collar Casual Shirt,"₹1,790","₹2,799",https://www.flipkart.com/u-s-polo-assn-men-striped-casual-white-blue-shirt/p/itm0033568107103?pid=SHTGHQX4HXRCZHUK&lid=LSTSHTGHQX4HXRCZHUK2HYZOY&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_956&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGHQX4HXRCZHUK.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1916,1917,ReSLAG,Men Slim Fit Solid Cut Away Collar Casual Shirt,₹499,"₹2,299",https://www.flipkart.com/reslag-men-solid-casual-blue-shirt/p/itm791eba8a28b2c?pid=SHTGZTZJQVNSVPX2&lid=LSTSHTGZTZJQVNSVPX2BJPR1D&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_957&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImUUo%2FrRzF0DqzCMLLxE1%2Bmn8M8wVJT4lSBc07WQbqoMpA%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1917,1918,HUMMINGO,Men Regular Fit Striped Button Down Collar Casual Shirt,₹461,"₹1,299",https://www.flipkart.com/hummingo-men-striped-casual-white-shirt/p/itmaaf006f086428?pid=SHTFWH3ZYCEFYK39&lid=LSTSHTFWH3ZYCEFYK39UGTOHL&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_958&otracker=browse&fm=organic&iid=en_TL6hGUJtoTYU2XuT5lfoS5lEp%2FPNexze3c7zsvEUImWisp1stb0h86Q9tYlDLeqO3Gv7Yyw5nKKCEbqDlbu9Hg%3D%3D&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1918,1919,GRITSMAD,Men Slim Fit Printed Spread Collar Casual Shirt,₹499,"₹1,999",https://www.flipkart.com/gritsmad-men-printed-casual-green-shirt/p/itm8f0d6dd96a910?pid=SHTGYF57GRR39MKV&lid=LSTSHTGYF57GRR39MKVNZCCHL&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_959&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTGYF57GRR39MKV.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
1919,1920,Roadster,Men Regular Fit Solid Casual Shirt,₹455,"₹1,299",https://www.flipkart.com/roadster-men-solid-casual-dark-green-shirt/p/itm67385074b4adc?pid=SHTG3KVPQMRYYYBB&lid=LSTSHTG3KVPQMRYYYBBLIOX3X&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_24_960&otracker=browse&fm=organic&iid=85be8426-2cc9-4a2b-8c5d-8b52a637210b.SHTG3KVPQMRYYYBB.SEARCH&ppt=None&ppn=None&ssid=yo3kux4omo0000001684591955787
